3464,cabca,false,28/11/3312
8517,hhfab,false,06/07/3543
7406,aacec,false,23/08/2801
3658,bahdf,true,26/06/3683
5633,faeaa,false,23/05/2814
7498,fchec,true,14/09/2226
1072,bhdee,true,14/12/2322
9069,cdiid,false,02/12/3128
8574,eaifi,true,01/08/2442
4954,eaihf,true,05/09/2362
8573,efhba,false,20/10/3642
9202,badic,false,16/06/3103
4963,bidfb,false,18/07/2913
1326,faefa,true,09/09/3735
9553,aeahb,true,21/11/3274
6815,bciff,false,27/11/2892
2393,bifcf,true,18/07/3457
3738,faaci,true,30/11/3697
4439,aaaaf,true,12/06/3563
7655,ebhhb,false,09/05/3396
6922,fhiha,false,06/03/3625
6795,adeeh,true,13/01/2240
2074,dbcha,true,26/03/3146
8582,dbcif,true,01/10/2732
2836,edaae,true,29/04/3033
2835,badhh,true,02/06/3237
4997,idief,false,19/08/3866
7029,bfbcb,true,11/08/2750
6749,cfbae,false,15/09/2729
3200,dcibi,true,22/07/2878
2300,bdeai,false,04/10/3287
8513,fefch,true,31/05/3124
9291,chffd,true,19/08/1979
2426,fbcdd,false,18/08/2317
9962,hcehc,false,29/04/2688
1158,dideh,false,29/01/2399
7077,ddaeh,true,27/01/2722
3893,fdicb,false,18/10/2417
160,aiibd,true,24/01/3314
9123,dhhif,false,10/04/2734
8380,afddc,true,15/12/3519
4463,ebbie,false,27/06/2651
478,hfbdb,true,30/02/3337
1196,cdhbi,true,07/10/2089
6061,cfchi,true,09/01/3408
2746,ebeii,true,08/08/2567
4999,edibi,false,14/04/2608
213,hfhfi,false,30/03/2679
6357,cabfi,true,24/02/3247
2775,fcihe,true,08/11/3661
1182,cbbfb,false,23/03/3799
8008,fdeih,false,26/05/3252
7690,hbiee,true,23/05/2873
5805,ecbeh,true,22/02/3825
2540,iihdi,false,09/02/2641
7897,cihdh,true,11/03/2183
4808,bfaac,false,06/12/3409
555,fdbbe,true,16/10/3772
3853,becfb,true,13/03/3348
7561,hiead,true,22/01/3144
6911,icbdd,true,03/10/2313
5459,ahhhb,true,04/09/2281
3352,fhedh,false,08/06/3451
9705,fidca,false,08/01/2060
5460,afdbd,false,08/02/3258
9896,edfdh,false,20/02/2503
6974,hcaaa,true,07/11/2857
573,dcbac,true,25/10/3209
7293,fbabb,false,28/11/2271
3139,aaifc,false,09/08/3538
3725,hhffd,true,14/08/2171
1697,bieeh,false,08/01/2108
1491,headf,false,18/01/2984
5150,bffbf,true,06/03/3150
4406,afacc,false,13/09/2980
6992,edifc,true,09/10/3638
3370,fbcfd,true,21/10/3571
5098,bfdcb,false,13/03/2157
2642,ffcib,true,05/09/3465
3202,eeehi,true,04/04/3567
3912,ihcbe,false,16/02/2403
6537,cebbe,true,22/04/2118
7347,adefa,false,31/09/2907
6544,hehic,true,21/09/3985
1900,bbaaa,false,08/11/2656
767,ifdcd,false,18/11/3310
6942,eddab,true,19/10/3728
742,iiaca,false,01/09/3285
264,dciic,false,19/08/3200
1717,iifcb,false,04/08/3772
9341,cdfif,false,18/11/3943
3583,acheh,true,27/04/2172
4687,icbfc,true,14/03/3841
498,bhfei,true,13/10/2448
4027,hbbid,true,13/12/2762
579,heddb,true,07/11/3237
3442,dafai,true,03/01/2560
6271,fifac,false,25/04/2244
9446,fdfdb,true,09/06/2431
7758,dbiad,false,13/11/2940
4181,aiibd,true,02/03/3822
2105,dcaia,true,13/01/3685
8758,aciia,true,24/11/2781
613,cfaca,true,03/12/3222
198,accbc,false,15/09/2815
7208,chdih,true,05/11/2738
9103,ciabd,true,16/08/2965
6427,iihdf,true,16/03/3939
9683,bdafd,true,10/12/3425
4613,cachc,false,14/03/3202
1270,bhihf,true,12/07/2622
3894,acfab,true,22/10/3354
4187,hhadc,true,23/06/3386
2007,ceiai,false,01/01/2840
8764,hfebf,true,19/08/3494
6310,bbccf,false,26/05/2982
5441,deief,false,10/05/3198
5271,ebbfc,false,23/02/3782
749,fdbad,true,13/06/3537
5134,hbchi,false,21/07/2275
8514,hhfed,true,02/12/4031
1255,beiee,true,12/12/3561
7236,eidfb,false,20/06/2769
9152,ffiie,false,17/09/2516
5101,edehb,true,03/08/3442
5026,fafac,false,07/12/3728
6018,iaabi,true,22/09/3274
6177,chfbe,true,18/03/2727
9388,fcfia,false,09/02/2976
6190,acdhc,false,14/09/3436
4826,ccdea,false,27/08/3005
2826,hdihf,false,24/01/3245
