3464,cabca,false,28/11/3312
8517,hhfab,false,06/07/3543
8468,hhdae,false,04/05/2989
7406,aacec,false,23/08/2801
3658,bahdf,true,26/06/3683
6341,baaff,true,05/09/2919
8810,eicbe,true,05/06/3113
630,hhbbb,true,19/12/2714
5633,faeaa,false,23/05/2814
7498,fchec,true,14/09/2226
8893,aeedf,false,30/01/2116
5222,ceehc,false,24/08/2636
1072,bhdee,true,14/12/2322
9069,cdiid,false,02/12/3128
8574,eaifi,true,01/08/2442
4954,eaihf,true,05/09/2362
8573,efhba,false,20/10/3642
5606,cbbfd,false,31/05/3345
5268,heaee,false,03/05/1944
9202,badic,false,16/06/3103
4963,bidfb,false,18/07/2913
1326,faefa,true,09/09/3735
2822,edhid,true,19/08/2362
6995,fcabc,true,30/06/2706
9553,aeahb,true,21/11/3274
6815,bciff,false,27/11/2892
2393,bifcf,true,18/07/3457
3738,faaci,true,30/11/3697
7941,adhab,true,29/07/3137
4439,aaaaf,true,12/06/3563
7655,ebhhb,false,09/05/3396
6922,fhiha,false,06/03/3625
5438,fbhbc,true,11/12/2633
6795,adeeh,true,13/01/2240
2074,dbcha,true,26/03/3146
8582,dbcif,true,01/10/2732
2194,cdcai,true,16/02/3133
7128,daccf,true,26/06/2618
3667,dhbcf,false,15/07/3114
5291,ecfdh,true,18/06/3091
2429,edfeh,true,06/11/2345
9621,fihdc,true,24/03/2835
9051,hhiaf,false,30/03/3226
2836,edaae,true,29/04/3033
4449,beccb,false,09/05/2387
2835,badhh,true,02/06/3237
4997,idief,false,19/08/3866
3456,ecebi,false,29/03/3342
1104,fceec,false,02/07/2508
7029,bfbcb,true,11/08/2750
6749,cfbae,false,15/09/2729
3200,dcibi,true,22/07/2878
8307,chbce,true,30/12/3008
2300,bdeai,false,04/10/3287
8513,fefch,true,31/05/3124
8073,acbfe,false,24/03/3333
1494,hbeac,false,31/06/2715
9291,chffd,true,19/08/1979
2426,fbcdd,false,18/08/2317
9962,hcehc,false,29/04/2688
8529,fedii,false,08/09/3879
8634,fibcf,true,29/06/2921
1158,dideh,false,29/01/2399
7479,daicc,false,14/07/3422
7364,dfhhd,false,26/11/3381
7077,ddaeh,true,27/01/2722
3893,fdicb,false,18/10/2417
3235,dahaa,true,17/02/2797
160,aiibd,true,24/01/3314
9123,dhhif,false,10/04/2734
6221,bbfbd,false,21/06/2073
1660,fcfaf,false,11/11/2650
3534,hcebd,false,22/12/2245
5188,ibcff,false,22/09/2871
8380,afddc,true,15/12/3519
4463,ebbie,false,27/06/2651
478,hfbdb,true,30/02/3337
8467,bhebf,true,13/10/2358
8217,fdefh,true,27/06/3735
1196,cdhbi,true,07/10/2089
6061,cfchi,true,09/01/3408
2746,ebeii,true,08/08/2567
4999,edibi,false,14/04/2608
213,hfhfi,false,30/03/2679
739,eaaii,false,11/09/3470
6357,cabfi,true,24/02/3247
2775,fcihe,true,08/11/3661
5903,dbefe,true,14/10/3265
7496,ehbfc,true,01/06/3021
1182,cbbfb,false,23/03/3799
8008,fdeih,false,26/05/3252
7690,hbiee,true,23/05/2873
2899,edbcb,true,13/08/3064
2151,facdd,false,10/12/2618
5805,ecbeh,true,22/02/3825
2540,iihdi,false,09/02/2641
9454,aeahd,true,12/12/2585
4070,cffhb,false,26/05/2741
3882,hdfaa,true,10/11/3537
7897,cihdh,true,11/03/2183
6792,abadb,true,22/09/2913
3578,bhhei,true,22/07/2457
9244,bhiih,true,01/03/2023
5727,fdebc,true,29/01/2846
4808,bfaac,false,06/12/3409
555,fdbbe,true,16/10/3772
6308,beibi,true,21/12/3366
3853,becfb,true,13/03/3348
7561,hiead,true,22/01/3144
6911,icbdd,true,03/10/2313
1279,ebifa,true,05/02/3798
5459,ahhhb,true,04/09/2281
3352,fhedh,false,08/06/3451
9705,fidca,false,08/01/2060
5652,bcihi,true,27/06/2045
5460,afdbd,false,08/02/3258
9896,edfdh,false,20/02/2503
5979,ceeef,false,21/06/2678
9483,habcf,true,07/12/3344
7064,hceba,true,16/11/3953
6974,hcaaa,true,07/11/2857
7836,dffdb,false,20/05/3035
3366,efcdc,true,30/03/3664
573,dcbac,true,25/10/3209
861,dahib,false,04/05/2743
4516,edfdi,false,08/06/2065
9071,fbfdf,true,01/07/3939
7293,fbabb,false,28/11/2271
7855,cdfbb,false,02/10/3923
3139,aaifc,false,09/08/3538
3725,hhffd,true,14/08/2171
