3,fbbei,false,27/04/5142
4,beefh,true,30/12/10100
6,cihfc,true,11/03/8864
8,ibhdb,false,21/07/8356
8,haehd,true,27/10/8463
9,afahc,false,28/05/9588
12,dadad,true,26/01/9831
12,ebfee,false,28/07/4712
13,hchca,true,07/01/5595
13,edddc,true,24/08/3385
14,ehcfe,false,06/07/6952
16,dddea,false,04/02/4440
17,acbah,false,04/02/7048
18,hahhh,false,24/12/3973
19,bcied,false,08/12/5193
21,dbdae,true,11/12/9094
23,fcefe,false,09/03/5228
30,hecaa,true,07/09/5234
30,ficde,false,01/03/3731
32,bffdd,false,09/06/9603
33,adaae,false,15/05/3416
39,bbbfa,true,28/06/4975
44,aiafc,true,15/10/6167
45,chfhh,false,17/07/9486
45,aihhf,true,23/04/7461
46,ehdba,true,23/06/6624
48,iaiha,false,09/06/5579
53,chccb,false,05/12/8458
54,fcibi,false,03/02/8399
55,haheh,true,19/11/5053
56,accbh,true,20/06/9601
56,faehi,false,03/05/3456
57,abche,false,01/03/7038
57,fbihb,false,18/09/7396
57,iabbb,true,14/02/5611
59,eaeaa,false,20/01/6905
62,dhiih,true,16/02/7149
62,adbdb,true,29/04/6876
65,dacah,true,16/10/8461
65,babce,true,17/10/3679
67,fiiif,false,09/11/7108
68,fbefa,true,20/11/7808
68,bdibc,true,18/03/3835
69,ceihi,false,28/06/7570
69,hacfb,false,29/03/6886
69,iiaec,true,24/09/3317
73,hiibf,false,28/10/3725
74,bcebe,true,30/06/9537
74,eahcf,true,01/11/5257
75,iiicf,false,18/03/9177
76,efdfi,true,11/04/10730
76,iadch,true,11/03/10165
76,eafda,false,23/07/9733
79,hfdfb,true,02/10/3767
80,fifde,false,14/08/7241
80,cbhca,false,23/04/6675
81,dbhfe,true,14/03/7380
81,fdhed,false,07/05/2833
82,biahh,false,17/05/7714
82,dafha,false,20/07/7443
83,efddf,false,06/12/7959
85,hfhbf,true,06/12/9280
85,ffcif,true,17/03/8501
85,ibhfi,true,06/03/2478
89,iichf,false,17/04/8719
90,behci,true,30/08/8423
92,ehiba,true,27/12/10123
92,adhia,false,15/05/7562
94,ecadi,true,22/09/9978
96,ibdia,false,27/04/7176
98,hfheh,true,26/04/5244
99,chici,false,03/12/7731
101,cbbdc,false,25/07/4871
103,acebi,false,28/08/10081
103,ccahi,false,06/01/6113
104,dcibi,false,01/02/6759
105,hdaei,true,18/02/7653
105,eicif,false,29/08/6907
106,aehbe,false,12/12/7691
107,acifc,false,12/08/7654
107,fcaee,false,31/09/6833
108,dchia,true,04/01/10456
108,fdeda,true,15/01/4081
111,bcead,false,01/12/4161
113,cebde,true,24/11/7964
114,aaeib,true,30/05/10181
114,ahefc,true,23/11/9158
114,bdiib,true,21/03/5032
118,hiifb,false,24/12/5767
120,ibcee,true,11/12/4081
123,hdchd,false,12/09/5772
124,adfid,true,13/09/7698
127,icdfh,true,22/04/6423
128,iahdc,false,26/04/9151
129,hdbac,true,10/05/7208
131,cabff,false,25/01/6044
132,efacc,true,08/11/10492
135,hedhe,false,06/02/8383
135,bccbb,false,17/10/9123
137,hhdcd,false,31/07/11177
138,bidei,false,07/01/5294
138,iccea,true,02/01/4109
139,cfhbe,true,21/09/3568
141,heaac,false,26/01/9965
141,afhid,false,17/08/9426
142,adiaf,false,26/10/8852
143,hacbh,true,25/07/4901
143,beffb,true,13/04/4148
144,caddd,true,03/11/10548
147,bibaf,true,28/03/10592
147,hebef,true,05/07/9362
147,bfeii,false,25/10/8996
156,bffid,false,01/12/8857
157,haedd,false,21/06/10020
160,aiibd,true,24/01/3314
161,cbhcf,false,23/12/7377
162,iddid,false,29/11/10508
163,bdfdi,true,16/05/9127
166,ciaad,false,14/02/3863
172,haecf,true,04/12/9240
172,idcdd,false,28/03/7075
172,aebch,false,17/06/6405
174,abafb,false,05/02/6007
176,hfibf,false,20/02/9775
176,efdce,false,02/10/4429
177,cceci,true,24/07/6422
177,idehh,true,01/05/5897
178,eaafe,false,20/06/4746
181,ihdhi,true,12/01/8523
181,ecbbh,false,03/06/7014
181,fdbbd,true,10/12/6045
